Region,Category,Product,SalesChannel,Revenue,Profit,ProfitMargin,Date
United Kingdom,Components,"HL Mountain Frame - Silver, 38",Reseller,2456.10,214.50,8.73,29 September 2013
United Kingdom,Components,"HL Mountain Frame - Silver, 46",Reseller,2456.10,214.50,8.73,28 February 2013
United Kingdom,Components,"HL Mountain Frame - Silver, 46",Reseller,2456.10,214.50,8.73,29 August 2013
Southwest,Components,"HL Mountain Frame - Silver, 42",Reseller,2456.10,214.50,8.73,28 December 2012
Australia,Components,"HL Mountain Frame - Silver, 46",Reseller,2456.10,214.50,8.73,28 February 2013
Australia,Components,"HL Mountain Frame - Silver, 46",Reseller,2456.10,214.50,8.73,29 November 2013
Australia,Components,"HL Mountain Frame - Silver, 38",Reseller,2456.10,214.50,8.73,30 May 2013
France,Components,"HL Mountain Frame - Silver, 42",Reseller,2456.10,214.50,8.73,28 December 2012
France,Components,"HL Mountain Frame - Silver, 38",Reseller,2456.10,214.50,8.73,29 November 2013
Central,Components,"HL Mountain Frame - Silver, 46",Reseller,2456.10,214.50,8.73,30 April 2013
Central,Components,"HL Mountain Frame - Silver, 38",Reseller,2456.10,214.50,8.73,29 November 2013
Germany,Components,"HL Mountain Frame - Silver, 38",Reseller,2456.10,214.50,8.73,29 October 2013
Germany,Components,"HL Mountain Frame - Silver, 38",Reseller,2456.10,214.50,8.73,28 February 2013
Germany,Components,"HL Mountain Frame - Silver, 42",Reseller,2456.10,214.50,8.73,30 April 2013
Germany,Components,"HL Mountain Frame - Silver, 46",Reseller,2456.10,214.50,8.73,29 October 2013
Northeast,Components,"HL Mountain Frame - Silver, 42",Reseller,2456.10,214.50,8.73,30 April 2013
Northeast,Components,"HL Mountain Frame - Silver, 38",Reseller,2456.10,214.50,8.73,28 December 2012
Canada,Components,"HL Mountain Frame - Silver, 48",Reseller,2456.10,335.67,13.66,01 March 2011
Canada,Components,"HL Mountain Frame - Silver, 48",Reseller,2456.10,335.67,13.66,29 October 2011
Southeast,Components,"HL Mountain Frame - Silver, 48",Reseller,2456.10,335.67,13.66,01 July 2011
Southeast,Components,"HL Mountain Frame - Silver, 48",Reseller,2456.10,335.67,13.66,01 August 2011
Southeast,Components,"HL Mountain Frame - Silver, 48",Reseller,2456.10,335.67,13.66,29 January 2011
Southeast,Components,"HL Mountain Frame - Silver, 48",Reseller,2456.10,335.67,13.66,01 May 2011
Northwest,Components,"HL Mountain Frame - Silver, 48",Reseller,2456.10,335.67,13.66,29 September 2011
Northwest,Components,"HL Mountain Frame - Silver, 48",Reseller,2456.10,335.67,13.66,29 October 2011
Northwest,Components,"HL Mountain Frame - Silver, 48",Reseller,2456.10,335.67,13.66,01 August 2011
Northwest,Components,"HL Mountain Frame - Silver, 48",Reseller,2456.10,335.67,13.66,29 January 2011
Northwest,Components,"HL Mountain Frame - Silver, 48",Reseller,2456.10,335.67,13.66,31 March 2011
Canada,Accessories,Hitch Rack - 4-Bike,Reseller,2448.00,922.08,37.66,31 July 2013
Canada,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,18 January 2013
Canada,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,11 November 2013
Canada,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,01 January 2013
Canada,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,29 April 2013
Canada,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,24 June 2013
Canada,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,29 June 2013
Canada,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,28 January 2013
Canada,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,25 March 2013
Canada,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,13 February 2013
Canada,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,19 March 2013
Canada,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,16 November 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,30 December 2012
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,03 January 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,13 January 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,18 January 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,22 January 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,28 January 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,29 January 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,26 February 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,03 March 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,06 March 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,18 March 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,22 March 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,24 March 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,31 March 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,15 April 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,23 April 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,25 April 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,27 April 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,05 May 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,24 May 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,05 June 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,06 June 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,07 June 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,15 June 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,28 December 2012
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,09 January 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,25 January 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,16 February 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,26 February 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,28 February 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,09 March 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,14 March 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,17 March 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,18 May 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,20 May 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,27 May 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,28 May 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,29 May 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,03 June 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,05 June 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,09 June 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,10 June 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,14 June 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,25 June 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,28 June 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,03 July 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,08 July 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,10 July 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,11 July 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,10 September 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,15 September 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,17 September 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,18 September 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,01 October 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,07 January 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,12 January 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,19 January 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,25 January 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,02 February 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,05 February 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,19 February 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,15 July 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,16 July 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,18 July 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,19 July 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,23 July 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,27 July 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,01 August 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,07 August 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,11 August 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,26 August 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,28 August 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,01 March 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,03 March 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,05 March 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,06 March 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,18 March 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,20 March 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,21 March 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,26 March 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,03 April 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,12 April 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,15 April 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,16 April 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,18 April 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,19 April 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,24 April 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,25 April 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,02 May 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,05 May 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,08 May 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,09 May 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,16 May 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,21 May 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,23 May 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,30 May 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,04 June 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,18 June 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,22 June 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,25 June 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,26 June 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,11 July 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,07 October 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,26 October 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,27 October 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,28 October 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,03 November 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,05 November 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,21 November 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,22 November 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,26 November 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,02 December 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,04 December 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,06 December 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,19 December 2013
Australia,Bikes,"Road-250 Black, 52",Internet,2443.35,888.40,36.36,25 December 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,13 February 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,19 February 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,25 February 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,26 February 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,02 March 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,08 March 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,17 March 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,19 March 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,21 March 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,29 December 2012
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,03 January 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,05 January 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,06 January 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,07 January 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,11 January 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,19 January 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,20 January 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,23 June 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,04 July 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,14 July 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,19 July 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,21 July 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,09 August 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,11 August 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,15 August 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,16 August 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,24 August 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,29 August 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,05 September 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,30 September 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,03 October 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,19 October 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,20 October 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,29 October 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,08 November 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,09 November 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,14 November 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,16 November 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,25 November 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,26 November 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,03 December 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,18 December 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,23 December 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,27 December 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,10 August 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,19 August 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,24 August 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,27 August 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,30 August 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,03 September 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,07 September 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,13 September 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,16 September 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,17 September 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,22 September 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,06 October 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,09 October 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,21 October 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,25 October 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,28 October 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,31 October 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,05 November 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,20 November 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,28 November 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,30 November 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,18 May 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,24 May 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,30 May 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,31 May 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,07 June 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,11 June 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,03 February 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,04 February 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,07 February 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,09 April 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,10 April 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,11 April 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,14 April 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,15 April 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,26 April 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,30 April 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,09 May 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,04 December 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,05 December 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,15 December 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,28 December 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,04 August 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,07 August 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,21 June 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,23 June 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,26 June 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,29 June 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,17 July 2013
Australia,Bikes,"Road-250 Black, 48",Internet,2443.35,888.40,36.36,16 June 2013
Australia,Bikes,"Road-250 Black, 44",Internet,2443.35,888.40,36.36,05 February 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,04 October 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,05 October 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,14 October 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,18 October 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,28 October 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,02 November 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,09 November 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,20 November 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,22 November 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,26 November 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,27 November 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,04 December 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,06 December 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,12 December 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,24 December 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,25 July 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,26 July 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,28 July 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,15 August 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,02 September 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,03 September 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,07 September 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,12 September 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,15 September 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,20 September 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,22 March 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,25 March 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,26 March 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,29 March 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,03 April 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,26 April 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,28 April 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,07 May 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,13 May 2013
Australia,Bikes,"Road-250 Black, 58",Internet,2443.35,888.40,36.36,26 December 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,30 December 2012
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,08 January 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,18 December 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,25 December 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,27 December 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,06 September 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,10 September 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,14 September 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,15 September 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,16 September 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,20 September 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,02 October 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,08 October 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,23 October 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,25 October 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,27 October 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,08 November 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,22 November 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,30 November 2013
Australia,Bikes,"Road-250 Red, 58",Internet,2443.35,888.40,36.36,05 August 2013
